created_at,timestamp,mmsi,msg_type,latitude,longitude,speed,course,heading,rot,imo,name,call_sign,flag,draught,ship_and_cargo_type,length,width,eta,destination,status,maneuver,accuracy,collection_type,mmsi_label
2020-07-25 13:59:00.115904 UTC,2020-07-25 13:36:18 UTC,636019537,1,-20.426506666666668,58.37352,10.5,49.6,59,0.0,,,,LR,,,,,,,0,0,0,satellite,mmsi-636019537
2020-07-25 13:47:15.734111 UTC,2020-07-25 13:24:59 UTC,636019537,1,-20.445093333333332,58.344906666666667,10.5,60.1,60,0.0,,,,LR,,,,,,,0,0,0,satellite,mmsi-636019537
2020-07-25 15:40:01.424913 UTC,2020-07-25 15:10:50 UTC,372711000,1,-20.41784,57.780453333333334,11.0,236.0,233,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:40:01.424913 UTC,2020-07-25 15:10:38 UTC,372711000,1,-20.41752,57.781013333333334,11.0,236.0,233,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:40:01.424913 UTC,2020-07-25 15:10:59 UTC,372711000,1,-20.418133333333333,57.780026666666664,11.0,236.0,233,-5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:40:01.424913 UTC,2020-07-25 15:11:38 UTC,372711000,1,-20.4192,57.778266666666667,11.0,237.0,233,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:05:10 UTC,372711000,1,-20.40808,57.79664,11.0,237.0,234,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:12:28.249725 UTC,2020-07-25 14:59:29 UTC,372711000,1,-20.398693333333334,57.81216,11.0,237.0,234,-5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:50:24.587781 UTC,2020-07-25 14:44:36 UTC,372711000,1,-20.374933333333335,57.85248,11.0,237.0,234,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:04:59 UTC,372711000,1,-20.407786666666667,57.797093333333336,11.0,236.0,234,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:04:31 UTC,372711000,1,-20.406986666666668,57.798426666666664,11.0,236.0,234,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:04:10 UTC,372711000,1,-20.406426666666668,57.79936,11.0,236.0,234,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:05:31 UTC,372711000,1,-20.408666666666665,57.79568,11.0,237.0,234,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:03:51 UTC,372711000,1,-20.405866666666668,57.800266666666666,11.0,236.0,234,-5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:05:21 UTC,372711000,1,-20.4084,57.79616,11.0,237.0,234,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 15:28:15.235004 UTC,2020-07-25 15:04:51 UTC,372711000,1,-20.407573333333332,57.79752,11.0,236.0,234,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:47:41 UTC,538006057,3,-20.4792,58.07418666666667,11.5,55.0,57,5.0,,,,MH,,,,,,,0,0,0,satellite,mmsi-538006057
